0	36.636
1	35.967
2	35.3146
3	34.6953
4	34.1256
5	33.6223
6	33.2024
7	32.8865
8	32.6958
9	32.6515
10	32.7746
11	33.0768
12	33.5296
13	34.095
14	34.7351
15	35.4117
16	36.0772
17	36.6462
18	37.0237
19	37.1148
20	36.8244
21	36.0987
22	35.0478
23	33.8229
24	32.5753
25	31.4561
26	30.5847
27	29.9533
28	29.5222
29	29.2515
30	29.1016
31	29.0272
32	28.9601
33	28.8266
34	28.553
35	28.0656
36	27.3232
37	26.4155
38	25.4646
39	24.5926
40	23.9217
41	23.5367
42	23.3719
43	23.3243
44	23.2907
45	23.1683
46	22.8884
47	22.5214
48	22.1717
49	21.9444
50	21.9439
51	22.2405
52	22.7653
53	23.4149
54	24.086
55	24.6752
56	25.1055
57	25.4062
58	25.633
59	25.8416
60	26.0879
61	26.4095
62	26.7727
63	27.1258
64	27.4171
65	27.5947
66	27.6207
67	27.5104
68	27.2929
69	26.9974
70	26.6529
71	26.2872
72	25.9229
73	25.5814
74	25.2839
75	25.0519
76	24.8937
77	24.7666
78	24.6151
79	24.3834
80	24.0159
81	23.4818
82	22.849
83	22.2101
84	21.6578
85	21.2847
86	21.1584
87	21.2468
88	21.4924
89	21.8381
90	22.2265
91	22.6153
92	23.0221
93	23.4793
94	24.0195
95	24.6752
96	25.4673
97	26.3707
98	27.3491
99	28.3657
100	29.3842
101	30.3688
102	31.2876
103	32.1097
104	32.8041
105	33.3397
106	33.698
107	33.9095
108	34.0173
109	34.0642
110	34.0932
111	34.1429
112	34.2351
113	34.3872
114	34.6167
115	34.9408
116	35.3675
117	35.866
118	36.396
119	36.9173
120	37.3895
121	37.7839
122	38.1199
123	38.4281
124	38.7394
125	39.0847
126	39.4903
127	39.9634
128	40.5068
129	41.1234
130	41.8159
131	42.5855
132	43.4281
133	44.338
134	45.3094
135	46.3366
136	47.4047
137	48.4616
138	49.4459
139	50.2963
140	50.9514
141	51.3754
142	51.6358
143	51.8254
144	52.0372
145	52.3641
146	52.8717
147	53.5165
148	54.2277
149	54.9346
150	55.5662
151	56.0821
152	56.5608
153	57.1112
154	57.8422
155	58.8625
156	60.2431
157	61.9062
158	63.736
159	65.6168
160	67.4329
161	69.0967
162	70.631
163	72.0868
164	73.5152
165	74.9673
166	76.4795
167	78.0324
168	79.592
169	81.1245
170	82.5959
171	83.9688
172	85.1911
173	86.2073
174	86.9618
175	87.399
176	87.5206
177	87.5573
178	87.7969
179	88.5272
180	90.0361
181	92.4909
182	95.5762
183	98.8562
184	101.895
185	104.257
186	105.627
187	106.174
188	106.186
189	105.953
190	105.764
191	105.844
192	106.161
193	106.616
194	107.112
195	107.554
196	107.865
197	108.064
198	108.193
199	108.292
200	108.401
201	108.549
202	108.71
203	108.844
204	108.911
205	108.872
206	108.703
207	108.442
208	108.143
209	107.861
210	107.648
211	107.541
212	107.504
213	107.482
214	107.423
215	107.271
216	106.992
217	106.625
218	106.228
219	105.859
220	105.576
221	105.411
222	105.294
223	105.127
224	104.814
225	104.257
226	103.399
227	102.331
228	101.183
229	100.087
230	99.1715
231	98.5134
232	97.9683
233	97.3379
234	96.4238
235	95.0276
236	93.0377
237	90.6918
238	88.3142
239	86.2295
240	84.762
241	84.1453
242	84.2478
243	84.847
244	85.7205
245	86.6456
246	87.4467
247	88.1364
248	88.774
249	89.4189
250	90.1303
251	90.9334
252	91.7164
253	92.3333
254	92.6381
255	92.4848
256	91.7903
257	90.7226
258	89.5123
259	88.3903
260	87.5874
261	87.2648
262	87.3072
263	87.5297
264	87.7475
265	87.7758
266	87.4791
267	86.9186
268	86.2052
269	85.4494
270	84.762
271	84.2216
272	83.7787
273	83.3517
274	82.8591
275	82.2191
276	81.3636
277	80.2778
278	78.9606
279	77.4106
280	75.6265
281	73.6432
282	71.6377
283	69.8234
284	68.4135
285	67.6212
286	67.5831
287	68.1301
288	69.0164
289	69.9961
290	70.8234
291	71.3143
292	71.5304
293	71.5953
294	71.6324
295	71.7652
296	72.0942
297	72.6295
298	73.3582
299	74.2673
300	75.344
301	76.5437
302	77.6951
303	78.5951
304	79.0406
305	78.8287
306	77.8387
307	76.2798
308	74.4436
309	72.6218
310	71.1059
311	70.105
312	69.4977
313	69.0801
314	68.6481
315	67.998
316	66.9843
317	65.6975
318	64.2865
319	62.9003
320	61.6879
321	60.7632
322	60.0993
323	59.6339
324	59.3052
325	59.0509
326	58.8116
327	58.5395
328	58.1893
329	57.7155
330	57.0731
331	56.2346
332	55.2445
333	54.165
334	53.0585
335	51.9874
336	51.0033
337	50.1164
338	49.3259
339	48.6312
340	48.0318
341	47.5164
342	47.0312
343	46.5117
344	45.8935
345	45.1122
346	44.1308
347	43.0219
348	41.8858
349	40.8226
350	39.9323
351	39.2877
352	38.8514
353	38.5584
354	38.3439
355	38.1429
356	37.9031
357	37.6223
358	37.3106
359	36.9785
