0	7.5344
1	7.37954
2	7.22503
3	7.07121
4	6.91842
5	6.76702
6	6.61736
7	6.46976
8	6.32459
9	6.18219
10	6.0429
11	5.90707
12	5.77504
13	5.64717
14	5.52379
15	5.40526
16	5.29192
17	5.18411
18	5.08218
19	4.98648
20	4.89736
21	4.81517
22	4.73993
23	4.67169
24	4.61046
25	4.5563
26	4.50923
27	4.46929
28	4.43652
29	4.41095
30	4.39261
31	4.38154
32	4.37777
33	4.38134
34	4.39229
35	4.41065
36	4.43646
37	4.46974
38	4.51054
39	4.55889
40	4.61482
41	4.67821
42	4.74889
43	4.82649
44	4.91069
45	5.00114
46	5.0975
47	5.19943
48	5.30657
49	5.4186
50	5.53517
51	5.65593
52	5.78055
53	5.90868
54	6.03998
55	6.1741
56	6.31071
57	6.44946
58	6.59001
59	6.73202
60	6.87514
61	7.01915
62	7.16335
63	7.30718
64	7.45004
65	7.59138
66	7.7306
67	7.86714
68	8.00041
69	8.12985
70	8.25487
71	8.3749
72	8.48937
73	8.59769
74	8.69928
75	8.79358
76	8.88001
77	8.95799
78	9.02694
79	9.08629
80	9.13546
81	9.17417
82	9.20414
83	9.22739
84	9.24593
85	9.26179
86	9.27697
87	9.29349
88	9.31338
89	9.33864
90	9.3713
91	9.41336
92	9.46686
93	9.5338
94	9.61619
95	9.71607
96	9.83543
97	9.97631
98	10.1407
99	10.3307
100	10.5482
101	10.7946
102	11.068
103	11.3662
104	11.6864
105	12.0263
106	12.3834
107	12.7552
108	13.1393
109	13.5331
110	13.9342
111	14.34
112	14.7482
113	15.1563
114	15.5617
115	15.962
116	16.3547
117	16.7373
118	17.1074
119	17.4625
120	17.8
121	18.1185
122	18.4195
123	18.7058
124	18.9799
125	19.2444
126	19.5019
127	19.7551
128	20.0064
129	20.2585
130	20.514
131	20.7756
132	21.0457
133	21.327
134	21.622
135	21.9335
136	22.264
137	22.616
138	22.9922
139	23.3952
140	23.8275
141	24.2907
142	24.7823
143	25.2984
144	25.8355
145	26.3898
146	26.9578
147	27.5357
148	28.1198
149	28.7066
150	29.2923
151	29.8732
152	30.4457
153	31.0061
154	31.5507
155	32.0758
156	32.5779
157	33.0532
158	33.498
159	33.9087
160	34.2815
161	34.6144
162	34.911
163	35.1762
164	35.4153
165	35.6333
166	35.8353
167	36.0264
168	36.2116
169	36.3962
170	36.5852
171	36.7837
172	36.9968
173	37.2295
174	37.4871
175	37.7745
176	38.0969
177	38.4593
178	38.867
179	39.3249
180	39.8381
181	40.4099
182	41.0358
183	41.7092
184	42.424
185	43.1736
186	43.9517
187	44.7518
188	45.5676
189	46.3926
190	47.2205
191	48.0448
192	48.8592
193	49.6572
194	50.4324
195	51.1785
196	51.8891
197	52.5577
198	53.1779
199	53.7434
200	54.2477
201	54.6858
202	55.0578
203	55.3652
204	55.6097
205	55.7926
206	55.9154
207	55.9797
208	55.9871
209	55.9389
210	55.8367
211	55.6819
212	55.4762
213	55.2211
214	54.9179
215	54.5683
216	54.1737
217	53.7356
218	53.2556
219	52.7351
220	52.1757
221	51.5793
222	50.9498
223	50.2913
224	49.6082
225	48.9047
226	48.185
227	47.4535
228	46.7144
229	45.9719
230	45.2303
231	44.4939
232	43.767
233	43.0537
234	42.3584
235	41.6853
236	41.0387
237	40.4228
238	39.8419
239	39.3003
240	38.8022
241	38.3504
242	37.9422
243	37.5734
244	37.2397
245	36.937
246	36.661
247	36.4075
248	36.1723
249	35.9512
250	35.74
251	35.5345
252	35.3305
253	35.1236
254	34.9099
255	34.685
256	34.4447
257	34.1848
258	33.9011
259	33.5894
260	33.2455
261	32.8664
262	32.4538
263	32.0108
264	31.5402
265	31.0451
266	30.5285
267	29.9933
268	29.4424
269	28.8789
270	28.3058
271	27.726
272	27.1425
273	26.5582
274	25.9762
275	25.3993
276	24.8307
277	24.2732
278	23.7298
279	23.2036
280	22.6974
281	22.2137
282	21.7524
283	21.3129
284	20.8946
285	20.4968
286	20.119
287	19.7605
288	19.4208
289	19.0991
290	18.7948
291	18.5074
292	18.2362
293	17.9806
294	17.74
295	17.5137
296	17.3011
297	17.1017
298	16.9147
299	16.7396
300	16.5757
301	16.4224
302	16.279
303	16.1449
304	16.0193
305	15.9015
306	15.7908
307	15.6866
308	15.588
309	15.4946
310	15.4054
311	15.3198
312	15.2372
313	15.1568
314	15.078
315	15
316	14.9221
317	14.8436
318	14.7639
319	14.6822
320	14.5979
321	14.5103
322	14.4196
323	14.3258
324	14.2292
325	14.1299
326	14.028
327	13.9239
328	13.8175
329	13.7091
330	13.5988
331	13.4869
332	13.3735
333	13.2587
334	13.1428
335	13.0258
336	12.908
337	12.7895
338	12.6706
339	12.5512
